Id,Name,Nickname,Prefix,CQZone,ITUZone,Continent,Province,Timezone,ValidFrom,ValidUntil,Countries_Code
428,Kaduna;Sokoto;Kebbi;Katsina;Zamfara,5N9,..9,35,46,AF,,Africa/Lagos,1900-01-01,2035-12-31,450
429,Kwara;Niger;Kogi,5N2,..2,35,46,AF,,Africa/Lagos,1900-01-01,2035-12-31,450
430,Lagos;Abuja,5N0,..0,35,46,AF,,Africa/Lagos,1900-01-01,2035-12-31,450
431,Ogun;Oyo;Osun,5N1,..1,35,46,AF,,Africa/Lagos,1900-01-01,2035-12-31,450
432,Morokulien,LG5LG,LG5LG.,14,18,EU,,Europe/Oslo,1900-01-01,2035-12-31,266
433,Bocas del Toro,HP4,..4,7,11,NA,,America/Panama,1900-01-01,2035-12-31,88
434,Chiriqui,HP3,..3,7,11,NA,,America/Panama,1900-01-01,2035-12-31,88
435,Cocle,HP8,..8,7,11,NA,,America/Panama,1900-01-01,2035-12-31,88
436,Coiba I.,HP0,..0,7,11,NA,,America/Panama,1900-01-01,2035-12-31,88
437,Colon,HP2,..2,7,11,NA,,America/Panama,1900-01-01,2035-12-31,88
438,Darien,HP7,..7,7,11,NA,,America/Panama,1900-01-01,2035-12-31,88
439,Herrera,HP5,..5,7,11,NA,,America/Panama,1900-01-01,2035-12-31,88
440,Los Santos,HP9,..9,7,11,NA,,America/Panama,1900-01-01,2035-12-31,88
441,Panama,HP1,..1,7,11,NA,,America/Panama,1900-01-01,2035-12-31,88
442,Veraguas,HP6,..6,7,11,NA,,America/Panama,1900-01-01,2035-12-31,88
443,Alto Paraguay;Presidente Hayes,ZP2,ZP2,11,14,SA,,America/Asuncion,1900-01-01,2035-12-31,132
444,Alto Parana;Itapua,ZP9,ZP9,11,14,SA,,America/Asuncion,1900-01-01,2035-12-31,132
445,Boqueron;Chaco;Nueva Asuncion,ZP1,ZP1,11,14,SA,,America/Asuncion,1900-01-01,2035-12-31,132
446,Caaguazu;Caazapa;Guaira,ZP7,ZP7,11,14,SA,,America/Asuncion,1900-01-01,2035-12-31,132
447,Canindeiyu;San Pedro,ZP4,ZP4,11,14,SA,,America/Asuncion,1900-01-01,2035-12-31,132
448,Central;Cordillera;Paraguari,ZP6,ZP6,11,14,SA,,America/Asuncion,1900-01-01,2035-12-31,132
449,Concepcion;Amambay,ZP3,ZP3,11,14,SA,,America/Asuncion,1900-01-01,2035-12-31,132
450,Misiones;Neembucu,ZP8,ZP8,11,14,SA,,America/Asuncion,1900-01-01,2035-12-31,132
451,Amazonas;San Martin,OA9,..9,10,12,SA,,America/Lima,1900-01-01,2035-12-31,136
452,Ancash;Huanuco,OA3,..3,10,12,SA,,America/Lima,1900-01-01,2035-12-31,136
453,Apurimac;Ayacucho;Huancavelica;Ica,OA5,..5,10,12,SA,,America/Lima,1900-01-01,2035-12-31,136
454,Arequipa;Moquegua;Tacna,OA6,..6,10,12,SA,,America/Lima,1900-01-01,2035-12-31,136
455,Cajamarca;La Libertad,OA2,..2,10,12,SA,,America/Lima,1900-01-01,2035-12-31,136
456,Cuzco;Puno;Madre de Dios,OA7,..7,10,12,SA,,America/Lima,1900-01-01,2035-12-31,136
457,Lima;Callao;Junin;Pasco,OA4,..4,10,12,SA,,America/Lima,1900-01-01,2035-12-31,136
458,Loreto;Ucayali,OA8,..8,10,12,SA,,America/Lima,1900-01-01,2035-12-31,136
459,Piura;Tumbes;Lambayeque,OA1,..1,10,12,SA,,America/Lima,1900-01-01,2035-12-31,136
460,Leyte I.;Samar I.,DU5,..5,27,50,OC,,Asia/Manila,1900-01-01,2035-12-31,375
461,Luzon I. Central,DU1,..1,27,50,OC,,Asia/Manila,1900-01-01,2035-12-31,375
462,Luzon I. North,DU3,..3,27,50,OC,,Asia/Manila,1900-01-01,2035-12-31,375
463,Luzon I. North-Central,DU2,..2,27,50,OC,,Asia/Manila,1900-01-01,2035-12-31,375
464,Luzon I. South,DU4,..4,27,50,OC,,Asia/Manila,1900-01-01,2035-12-31,375
465,Mindanao I. East,DU9,..9,27,50,OC,,Asia/Manila,1900-01-01,2035-12-31,375
466,Mindanao I. West,DU8,..8,27,50,OC,,Asia/Manila,1900-01-01,2035-12-31,375
467,Negros Occidental;Panay I.,DU6,..6,27,50,OC,,Asia/Manila,1900-01-01,2035-12-31,375
468,Negros Oriental;Bantayan;Bohol;Cebu;Mactan;Siquior Is.,DU7,..7,27,50,OC,,Asia/Manila,1900-01-01,2035-12-31,375
469,Biala Podlaska;Chelm;Krosno;Lublin;Przemysl;Rzeszow;Zamosc,SP8,..8,15,28,EU,,Europe/Warsaw,1900-01-01,2035-12-31,269
470,Bialystok;Lormza;Suwalki;Olsztyn,SP4,..4,15,28,EU,,Europe/Warsaw,1900-01-01,2035-12-31,269
471,Bielsko Biala;Czestochowa;Katowice;Krakow;Nowy Sacz;Tarnow,SP9,..9,15,28,EU,,Europe/Warsaw,1900-01-01,2035-12-31,269
472,Bydgoszcz;Elblag;Gdansk;Torun;Wloclawek,SP2,..2,15,28,EU,,Europe/Warsaw,1900-01-01,2035-12-31,269
473,Ciechanow;Ostroleka;Plock;Siedlce;Warszawa,SP5,..5,15,28,EU,,Europe/Warsaw,1900-01-01,2035-12-31,269
474,Gorzow Wlkp.;Kalisz;Konin;Leszno;Pila;Poznan;Zielona Gora,SP3,..3,15,28,EU,,Europe/Warsaw,1900-01-01,2035-12-31,269
475,Jelenia Gora;Legnica;Opole;Walbrzych;Wroclaw,SP6,..6,15,28,EU,,Europe/Warsaw,1900-01-01,2035-12-31,269
476,Kielce;Lodz;Piotrkow;Radom;Sieradz;Skierniewice;Tarnobrzeg,SP7,..7,15,28,EU,,Europe/Warsaw,1900-01-01,2035-12-31,269
477,Koszalin;Slupsk;Szczecin,SP1,..1,15,28,EU,,Europe/Warsaw,1900-01-01,2035-12-31,269
478,Alba;Bihor;Bistrita Nasaud;Cluj;Maramures;Salaj;Satu Mare,YO5,..5,20,28,EU,,Europe/Bucharest,1900-01-01,2035-12-31,275
479,Arad;Caras Severin;Hunedoara;Timis,YO2,..2,20,28,EU,,Europe/Bucharest,1900-01-01,2035-12-31,275
480,Arges;Dolj;Gorj;Mehedinti;Olt;Vilcea,YO7,..7,20,28,EU,,Europe/Bucharest,1900-01-01,2035-12-31,275
481,Bacau;Botosani;Iasi;Neamt;Suceava;Vaslui,YO8,..8,20,28,EU,,Europe/Bucharest,1900-01-01,2035-12-31,275
482,Braila;Constanta;Galati;Tulcea;Vrancea,YO4,..4,20,28,EU,,Europe/Bucharest,1900-01-01,2035-12-31,275
483,Brasov;Covasna;Harghita;Mures;Sibiu,YO6,..6,20,28,EU,,Europe/Bucharest,1900-01-01,2035-12-31,275
484,Buzau;Calarasi;Dimbovita;Giurgiu;Ialomita;Prahova;Teleorman,YO9,..9,20,28,EU,,Europe/Bucharest,1900-01-01,2035-12-31,275
485,Saba I.,PJ6,PJ6,8,11,NA,,America/Curacao,2010-10-10,2035-12-31,519
486,St.Eustatius,,PJ5,8,11,NA,,America/Curacao,2010-10-10,2035-12-31,519
487,Small islands,IM0,IM0,15,28,EU,,Europe/Rome,1900-01-01,2035-12-31,225
488,Shetland Is.,GZ,[GM2]Z,14,27,EU,,Europe/London,1900-01-01,2035-12-31,279
489,Dakar,6W1,..1,35,46,AF,,Africa/Dakar,1960-06-20,2035-12-31,456
490,Diourbel,6W3,..3,35,46,AF,,Africa/Dakar,1960-06-20,2035-12-31,456
491,Fatick,6W9,..9,35,46,AF,,Africa/Dakar,1960-06-20,2035-12-31,456
492,Kaolack,6W6,..6,35,46,AF,,Africa/Dakar,1960-06-20,2035-12-31,456
493,Kolda,6W0,..0,35,46,AF,,Africa/Dakar,1960-06-20,2035-12-31,456
494,Louga,6W8,..8,35,46,AF,,Africa/Dakar,1960-06-20,2035-12-31,456
495,St. Louis,6W4,..4,35,46,AF,,Africa/Dakar,1960-06-20,2035-12-31,456
496,Tambacounda,6W5,..5,35,46,AF,,Africa/Dakar,1960-06-20,2035-12-31,456
497,Thies,6W7,..7,35,46,AF,,Africa/Dakar,1960-06-20,2035-12-31,456
498,Ziguinchor,6W2,..2,35,46,AF,,Africa/Dakar,1960-06-20,2035-12-31,456
499,Kosovo,YU8,..8,15,28,EU,,Europe/Belgrade,1900-01-01,2035-12-31,296
500,Serbia,YU1,..1,15,28,EU,,Europe/Belgrade,1900-01-01,2035-12-31,296
501,Vojvodina,YU7,..7,15,28,EU,,Europe/Belgrade,1900-01-01,2035-12-31,296
502,"Central Slovakia, Centre/South",OM7,OM7,15,28,EU,,Europe/Prague,1993-01-01,2035-12-31,504
503,"Central Slovakia, North",OM6,OM6,15,28,EU,,Europe/Prague,1993-01-01,2035-12-31,504
504,"Eastern Slovakia, North-East",OM0,OM0,15,28,EU,,Europe/Prague,1993-01-01,2035-12-31,504
505,"Eastern Slovakia, West/South",OM8,OM8,15,28,EU,,Europe/Prague,1993-01-01,2035-12-31,504
506,"Western Slovakia, Centre/South",OM5,OM5,15,28,EU,,Europe/Prague,1993-01-01,2035-12-31,504
507,"Western Slovakia, North",OM4,OM4,15,28,EU,,Europe/Prague,1993-01-01,2035-12-31,504
508,"Western Slovakia, West",OM2,OM2,15,28,EU,,Europe/Prague,1993-01-01,2035-12-31,504
509,Eastern Cape,ZS2,Z[A-Z]2,38,57,AF,,Africa/Johannesburg,1900-01-01,2035-12-31,462
510,Free State,ZS4,Z[A-Z]4,38,57,AF,,Africa/Johannesburg,1900-01-01,2035-12-31,462
511,Gauteng;Limpopo Province;Mpumalanga;North-West,ZS6,Z[A-Z]6,38,57,AF,,Africa/Johannesburg,1900-01-01,2035-12-31,462
512,Kwazulu-Natal,ZS5,Z[A-Z]5,38,57,AF,,Africa/Johannesburg,1900-01-01,2035-12-31,462
513,Northern Cape,ZS3,Z[A-Z]3,38,57,AF,,Africa/Johannesburg,1900-01-01,2035-12-31,462
514,Western Cape,ZS1,Z[A-Z]1,38,57,AF,,Africa/Johannesburg,1900-01-01,2035-12-31,462
515,Kyounggi;Kangwon,HL2,..2,25,44,AS,,Asia/Seoul,1900-01-01,2035-12-31,137
516,N. Cholla;S. Cholla,HL4,..4,25,44,AS,,Asia/Seoul,1900-01-01,2035-12-31,137
517,N. Chungchong;S. Chungchong,HL3,..3,25,44,AS,,Asia/Seoul,1900-01-01,2035-12-31,137
518,N. Kyongsang;S. Kyongsang,HL5,..5,25,44,AS,,Asia/Seoul,1900-01-01,2035-12-31,137
519,Andalucia,EA7,..7,14,37,EU,,Europe/Madrid,1900-01-01,2035-12-31,281
520,Castilla La-Mancha;Madrid;Extremadura,EA4,..4,14,37,EU,,Europe/Madrid,1900-01-01,2035-12-31,281
521,Catalunya,EA3,..3,14,37,EU,,Europe/Madrid,1900-01-01,2035-12-31,281
522,Comunidad Valenciana;Murcia;Castilla La-Mancha,EA5,..5,14,37,EU,,Europe/Madrid,1900-01-01,2035-12-31,281
523,Galicia;Asturias;Cantabria;Castilla-Leon;La Rioja,EA1,..1,14,37,EU,,Europe/Madrid,1900-01-01,2035-12-31,281
524,Pays Vasco;Navarra;Aragon,EA2,..2,14,37,EU,,Europe/Madrid,1900-01-01,2035-12-31,281
525,Itu-Aba Is.,BV9S,B[M-QU-X]9S,26,50,AS,,+07:00,1900-01-01,2035-12-31,247
526,Ad Damir;northwest region,ST7,..7,34,48,AF,,Africa/Khartoum,1900-01-01,2035-12-31,466
527,Al Fashir;Darfour region,ST8,..8,34,48,AF,,Africa/Khartoum,1900-01-01,2035-12-31,466
528,Al Ubayyid;Kurdufan region,ST4,..4,34,48,AF,,Africa/Khartoum,1900-01-01,2035-12-31,466
529,Kassala;eastern region,ST5,..5,34,48,AF,,Africa/Khartoum,1900-01-01,2035-12-31,466
530,Khartoum Region,ST1,..2,34,48,AF,,Africa/Khartoum,1900-01-01,2035-12-31,466
531,Malakal;central-south region; Wau; Bahr-al-Ghazal region,ST9,..9,34,48,AF,,Africa/Khartoum,1900-01-01,2035-12-31,466
532,Port Sudan;northeast region,ST6,..6,34,48,AF,,Africa/Khartoum,1900-01-01,2035-12-31,466
533,Wad Madani;central region,ST3,..3,34,48,AF,,Africa/Khartoum,1900-01-01,2035-12-31,466
534,Brokopondo,PZ7,PZ7,9,12,SA,,America/Paramaribo,1900-01-01,2035-12-31,140
535,Commewijne,PZ8,PZ8,9,12,SA,,America/Paramaribo,1900-01-01,2035-12-31,140
536,Coronie,PZ3,PZ3,9,12,SA,,America/Paramaribo,1900-01-01,2035-12-31,140
537,Marowijne,PZ9,PZ9,9,12,SA,,America/Paramaribo,1900-01-01,2035-12-31,140
538,Nickerie,PZ2,PZ2,9,12,SA,,America/Paramaribo,1900-01-01,2035-12-31,140
539,Para,PZ6,PZ6,9,12,SA,,America/Paramaribo,1900-01-01,2035-12-31,140
540,Paramaribo;Wanica,PZ1,PZ1,9,12,SA,,America/Paramaribo,1900-01-01,2035-12-31,140
541,Saramacca,PZ4,PZ4,9,12,SA,,America/Paramaribo,1900-01-01,2035-12-31,140
542,Gothenburg & West Gothia,SM6,..6,14,18,EU,,Europe/Stockholm,1900-01-01,2035-12-31,284
543,Gotland I.,SM1,..1,14,18,EU,,Europe/Stockholm,1900-01-01,2035-12-31,284
544,Kopparberg and Orebro,SM4,..4,14,18,EU,,Europe/Stockholm,1900-01-01,2035-12-31,284
545,Morokulien,SJ9,SJ9,14,18,EU,,Europe/Stockholm,1900-01-01,2035-12-31,284
546,N. Norrland,SM2,..2,14,18,EU,,Europe/Stockholm,1900-01-01,2035-12-31,284
547,S. Norrland,SM3,..3,14,18,EU,,Europe/Stockholm,1900-01-01,2035-12-31,284
548,Smaaland & Scania,SM7,..7,14,18,EU,,Europe/Stockholm,1900-01-01,2035-12-31,284
549,Stockholm Area,SM0,..0,14,18,EU,,Europe/Stockholm,1900-01-01,2035-12-31,284
550,Svealand & East Gothia,SM5,..5,14,18,EU,,Europe/Stockholm,1900-01-01,2035-12-31,284
551,Chang-Hua;Nan-Tou;Yun-Lin,BV5,..5,24,44,AS,,Asia/Taipei,1900-01-01,2035-12-31,386
552,Chia-I;Tainan,BV6,..6,24,44,AS,,Asia/Taipei,1900-01-01,2035-12-31,386
553,Green I.,BV9G,..9G,24,44,AS,,Asia/Taipei,1900-01-01,2035-12-31,386
554,Huapimg I.,BV9H,..9H,24,44,AS,,Asia/Taipei,1900-01-01,2035-12-31,386
555,Kaohsiung,BV7,..7,24,44,AS,,Asia/Taipei,1900-01-01,2035-12-31,386
556,Keelung I.,BV9C,..9C,24,44,AS,,Asia/Taipei,1900-01-01,2035-12-31,386
557,Keelung;I-Lang,BV1,B[MNPQU-X]1,24,44,AS,,Asia/Taipei,1900-01-01,2035-12-31,386
558,Kinmem I.,BO0K,"BO0K|BO2",24,44,AS,,Asia/Taipei,1900-01-01,2035-12-31,386
559,Kueishan I.,BV9K,..9K,24,44,AS,,Asia/Taipei,1900-01-01,2035-12-31,386
560,Liuchiu Is.,BV9L,..9L,24,44,AS,,Asia/Taipei,1900-01-01,2035-12-31,386
561,Matsu I.,BO0M,"BO0M|BO1",24,44,AS,,Asia/Taipei,1900-01-01,2035-12-31,386
562,Miao-Li;Tai-Chung,BV4,..4,24,44,AS,,Asia/Taipei,1900-01-01,2035-12-31,386
563,Mienhua I.,BV9M,..9M,24,44,AS,,Asia/Taipei,1900-01-01,2035-12-31,386
564,Orchid I.,BV9O,..[09]O,24,44,AS,,Asia/Taipei,1900-01-01,2035-12-31,386
565,Pen-Hu I.,BV9A,..9A,24,44,AS,,Asia/Taipei,1900-01-01,2035-12-31,386
566,Pengchia I.,BV9W,..9W,24,44,AS,,Asia/Taipei,1900-01-01,2035-12-31,386
567,Pintung;Tai-Tung;Hua-Lian,BV8,..8,24,44,AS,,Asia/Taipei,1900-01-01,2035-12-31,386
568,Taipei,BV2,B[MNPQU-X]2,24,44,AS,,Asia/Taipei,1900-01-01,2035-12-31,386
569,Tau-Yuan; Hsin-Chu,BV3,..3,24,44,AS,,Asia/Taipei,1900-01-01,2035-12-31,386
570,Gorno-Badakhshanskaya A.Obl.,EY4,EY4,17,30,AS,,Asia/Dushanbe,1900-01-01,2035-12-31,262
571,Khatlonskaya oblast / Kuliab Reg.,EY5,EY5,17,30,AS,,Asia/Dushanbe,1900-01-01,2035-12-31,262
572,Khatlonskaya oblast / Kurgan-Tube Reg.,EY6,EY6,17,30,AS,,Asia/Dushanbe,1900-01-01,2035-12-31,262
573,Leninabadskaya oblast,EY7,EY7,17,30,AS,,Asia/Dushanbe,1900-01-01,2035-12-31,262
574,Nurek and Rep. subord.,EY9,EY9,17,30,AS,,Asia/Dushanbe,1900-01-01,2035-12-31,262
575,Arusha;Kilimanjaro;Tanga,5H2,..2,37,53,AF,,Africa/Dar_es_Salaam,1900-01-01,2035-12-31,470
576,Coast;Dar Es Salaam;Mafia I.,5H3,..3,37,53,AF,,Africa/Dar_es_Salaam,1900-01-01,2035-12-31,470
577,Dodoma;Singida W.,5H0,..0,37,53,AF,,Africa/Dar_es_Salaam,1900-01-01,2035-12-31,470
578,Iringa,5H6,..6,37,53,AF,,Africa/Dar_es_Salaam,1900-01-01,2035-12-31,470
579,Kagera;Mwanza;Mara;Shinyanga;Ukerewe I.,5H9,..9,37,53,AF,,Africa/Dar_es_Salaam,1900-01-01,2035-12-31,470
580,Kigoma;Rukwa;Tabora,5H8,..8,37,53,AF,,Africa/Dar_es_Salaam,1900-01-01,2035-12-31,470
581,Lindi;Mtwara;Ruvuma,5H5,..5,37,53,AF,,Africa/Dar_es_Salaam,1900-01-01,2035-12-31,470
582,Mbeya,5H7,..7,37,53,AF,,Africa/Dar_es_Salaam,1900-01-01,2035-12-31,470
583,Morogoro,5H4,..4,37,53,AF,,Africa/Dar_es_Salaam,1900-01-01,2035-12-31,470
584,Zanzibar;Pemba I.,5H1,..1,37,53,AF,,Africa/Dar_es_Salaam,1900-01-01,2035-12-31,470
585,"Bangkok, Nontaburi,Pathumtani, Samut Prakarn, Chainat, Phra Nakhon, Lop Buri, Saraburi, Ang Tong, Sing . Buri",HS1,..1,26,49,AS,,Asia/Bangkok,1900-01-01,2035-12-31,387
586,"Chantaburi,Chachoengsao, Chonburi,Trat, Nakhon Nayok,Prachin Buri, Rayong, Sa Kaeo",HS2,..2,26,49,AS,,Asia/Bangkok,1900-01-01,2035-12-31,387
587,"Chiang Rai, Chiang Mai, Lampang, Nan, Phayao, Phrae, Mae Hong Son, Lamphun",HS5,..5,26,49,AS,,Asia/Bangkok,1900-01-01,2035-12-31,387
588,"Chumphon, Surat Thani, Nakhon Si Thammarat, Phang Nga, Phuket, Ranong",HS8,..8,26,49,AS,,Asia/Bangkok,1900-01-01,2035-12-31,387
589,"Kalasin, Khon Kaen, Maha Sarakham, Mukdahan, Roi Et, Yasothon, Sakon Nakhon, Nong Khai, Udon Thani",HS4,..4,26,49,AS,,Asia/Bangkok,1900-01-01,2035-12-31,387
590,"Krabi, Trang, Pattani, Narathiwat, Phattalung, Yala, Songkhia, Satun",HS9,..9,26,49,AS,,Asia/Bangkok,1900-01-01,2035-12-31,387
591,"Nakhon Pathom, Samut Sakhon, Kanchanaburi, Suphan Buri, Prachuab Khiri Khan, Phetchaburi, . Ratchaburi, Samut Songkhram",HS7,..7,26,49,AS,,Asia/Bangkok,1900-01-01,2035-12-31,387
592,"Nakhon Ratchasima, Chayaphum, Buri Ram, Ubon Ratchathani, Si Sa Ket, Surin",HS3,..3,26,49,AS,,Asia/Bangkok,1900-01-01,2035-12-31,387
593,"Nakhon Sawan, Kamphaeng Phet, Phitsanulok, Tak, Phichit, Phetchabum, Sukhothai, Uttaradit, Uthai Thani",HS6,..6,26,49,AS,,Asia/Bangkok,1900-01-01,2035-12-31,387
594,Martin Vaz I.,PY0M,"..[0-9]M|..[0-9]ZM",11,15,SA,,America/Noronha,1900-01-01,2035-12-31,273
595,Trindade I.,,"..[0-9]T|..[0-9]ZT",11,15,SA,,America/Noronha,1900-01-01,2035-12-31,273
596,Gough I.,ZD9G,ZD9G,38,66,AF,,Atlantic/St_Helena,1900-01-01,2035-12-31,274
597,Tristan da Cunha I.,ZD9B,ZD9[BC],38,66,AF,,Atlantic/St_Helena,1900-01-01,2035-12-31,274
598,Center-north Anatolia,TA6,..6,20,39,AS,,Europe/Istanbul,1900-01-01,2035-12-31,390
599,Center-south Anatolia,TA5,..5,20,39,AS,,Europe/Istanbul,1900-01-01,2035-12-31,390
600,Eastern Anatolia,TA9,..9,20,39,AS,,Europe/Istanbul,1900-01-01,2035-12-31,390
601,European Turkey,TA1,..1,20,39,EU,,Europe/Istanbul,1900-01-01,2035-12-31,390
602,Northeastern Anatolia,TA7,..7,20,39,AS,,Europe/Istanbul,1900-01-01,2035-12-31,390
603,Nortwestern Anatolia,TA2,..2,20,39,AS,,Europe/Istanbul,1900-01-01,2035-12-31,390
604,Southeastern Anatolia,TA8,..8,20,39,AS,,Europe/Istanbul,1900-01-01,2035-12-31,390
605,Southwestern Anatolia,TA4,..4,20,39,AS,,Europe/Istanbul,1900-01-01,2035-12-31,390
606,Station on an Island,TA0,..0,20,39,AS,,Europe/Istanbul,1900-01-01,2035-12-31,390
607,Western Anatolia,TA3,..3,20,39,AS,,Europe/Istanbul,1900-01-01,2035-12-31,390
608,Akhalsky veloyat,EZ3,..3,17,30,AS,,Asia/Ashgabat,1900-01-01,2035-12-31,280
609,Balkansky veloyat,EZ4,..4,17,30,AS,,Asia/Ashgabat,1900-01-01,2035-12-31,280
610,Dashkhovuzsky veloyat,EZ6,..6,17,30,AS,,Asia/Ashgabat,1900-01-01,2035-12-31,280
611,Lebapsky veloyat,EZ7,..7,17,30,AS,,Asia/Ashgabat,1900-01-01,2035-12-31,280
612,Maryisky veloyat,EZ5,..5,17,30,AS,,Asia/Ashgabat,1900-01-01,2035-12-31,280
613,Cherkaska oblast,UR[0-9]C,U[R-TV-Z][0-9]C,16,29,EU,CH,Europe/Kiev,1900-01-01,2035-12-31,288
614,Chernigivska oblast,UR[0-9]R,U[R-TV-Z][0-9]R,16,29,EU,CR,Europe/Kiev,1900-01-01,2035-12-31,288
615,Chernovytska oblast,UR[0-9]Y,U[R-TV-Z][0-9]Y,16,29,EU,CN,Europe/Kiev,1900-01-01,2035-12-31,288
616,Crimea,UU,UU,16,29,EU,KR,Europe/Simferopol,1900-01-01,2035-12-31,288
617,Dnipropetrovska oblast,UR[0-9]E,U[R-TV-Z][0-9]E,16,29,EU,DN,Europe/Kiev,1900-01-01,2035-12-31,288
618,Donetska oblast,UR[0-9]I,U[R-TV-Z][0-9]I,16,29,EU,DO,Europe/Kiev,1900-01-01,2035-12-31,288
619,Ivano-Frankivska oblast,UR[0-9]S,U[R-TV-Z][0-9]S,16,29,EU,IF,Europe/Kiev,1900-01-01,2035-12-31,288
620,Kharkivska oblast,UR[0-9]L,U[R-TV-Z][0-9]L,16,29,EU,HA,Europe/Kiev,1900-01-01,2035-12-31,288
621,Khersonska oblast,UR[0-9]G,U[R-TV-Z][0-9]G,16,29,EU,HE,Europe/Kiev,1900-01-01,2035-12-31,288
622,Khmelnitska oblast,UR[0-9]T,U[R-TV-Z][0-9]T,16,29,EU,HM,Europe/Kiev,1900-01-01,2035-12-31,288
623,Kirovogradska oblast,UR[0-9]V,U[R-TV-Z][0-9]V,16,29,EU,KI,Europe/Kiev,1900-01-01,2035-12-31,288
624,Kyivska oblast,UR[0-9]U,U[R-TV-Z][0-9]U,16,29,EU,KO,Europe/Kiev,1900-01-01,2035-12-31,288
625,Luganska oblast,UR[0-9]M,U[R-TV-Z][0-9]M,16,29,EU,LU,Europe/Zaporozhye,1900-01-01,2035-12-31,288
626,Lvivska oblast,UR[0-9]W,U[R-TV-Z][0-9]W,16,29,EU,LV,Europe/Kiev,1900-01-01,2035-12-31,288
627,Mykolaivska oblast,UR[0-9]Z,U[R-TV-Z][0-9]Z,16,29,EU,NI,Europe/Kiev,1900-01-01,2035-12-31,288
628,Odeska oblast,UR[0-9]F,U[R-TV-Z][0-9]F,16,29,EU,OD,Europe/Kiev,1900-01-01,2035-12-31,288
629,Poltavska oblast,UR[0-9]H,U[R-TV-Z][0-9]H,16,29,EU,PO,Europe/Kiev,1900-01-01,2035-12-31,288
630,Rivenska oblast,UR[0-9]K,U[R-TV-Z][0-9]K,16,29,EU,RI,Europe/Kiev,1900-01-01,2035-12-31,288
631,Sumyska oblast,UR[0-9]A,U[R-TV-Z][0-9]A,16,29,EU,SU,Europe/Kiev,1900-01-01,2035-12-31,288
632,Ternopilska oblast,UR[0-9]B,U[R-TV-Z][0-9]B,16,29,EU,TE,Europe/Kiev,1900-01-01,2035-12-31,288
633,Vinnitska oblast,UR[0-9]N,U[R-TV-Z][0-9]N,16,29,EU,VI,Europe/Kiev,1900-01-01,2035-12-31,288
634,Volynska oblast,UR[0-9]P,U[R-TV-Z][0-9]P,16,29,EU,VO,Europe/Kiev,1900-01-01,2035-12-31,288
635,Zakarpatska oblast,UR[0-9]D,U[R-TV-Z][0-9]D,16,29,EU,ZA,Europe/Uzhgorod,1900-01-01,2035-12-31,288
636,Zaporizhska oblast,UR[0-9]Q,U[R-TV-Z][0-9]Q,16,29,EU,ZP,Europe/Zaporozhye,1900-01-01,2035-12-31,288
637,Zhytomirska oblast,UR[0-9]X,U[R-TV-Z][0-9]X,16,29,EU,ZH,Europe/Kiev,1900-01-01,2035-12-31,288
638,Artigas,CX[0-9]K,..[0-9]K,13,14,SA,,America/Montevideo,1900-01-01,2035-12-31,144
639,Canelones,CX[0-9]D,..[0-9]D,13,14,SA,,America/Montevideo,1900-01-01,2035-12-31,144
640,Cerro Largo,CX[0-9]V,..[0-9]V,13,14,SA,,America/Montevideo,1900-01-01,2035-12-31,144
641,Colonia,CX[0-9]F,..[0-9]F,13,14,SA,,America/Montevideo,1900-01-01,2035-12-31,144
642,Durazno,CX[0-9]N,..[0-9]N,13,14,SA,,America/Montevideo,1900-01-01,2035-12-31,144
643,Flores,CX[0-9]M,..[0-9]M,13,14,SA,,America/Montevideo,1900-01-01,2035-12-31,144
644,Florida,CX[0-9]L,..[0-9]L,13,14,SA,,America/Montevideo,1900-01-01,2035-12-31,144
645,Lavalleja,CX[0-9]S,..[0-9]S,13,14,SA,,America/Montevideo,1900-01-01,2035-12-31,144
646,Maldonado,CX[0-9]R,..[0-9]R,13,14,SA,,America/Montevideo,1900-01-01,2035-12-31,144
647,Montevideo,CX[0-9]A,..[0-9][ABC],13,14,SA,,America/Montevideo,1900-01-01,2035-12-31,144
648,Paysandu,CX[0-9]I,..[0-9]I,13,14,SA,,America/Montevideo,1900-01-01,2035-12-31,144
649,Rio Negro,CX[0-9]H,..[0-9]H,13,14,SA,,America/Montevideo,1900-01-01,2035-12-31,144
650,Rivera,CX[0-9]P,..[0-9]P,13,14,SA,,America/Montevideo,1900-01-01,2035-12-31,144
651,Rocha,CX[0-9]T,..[0-9]T,13,14,SA,,America/Montevideo,1900-01-01,2035-12-31,144
652,Salto,CX[0-9]J,..[0-9]J,13,14,SA,,America/Montevideo,1900-01-01,2035-12-31,144
653,San Jose,CX[0-9]E,..[0-9]E,13,14,SA,,America/Montevideo,1900-01-01,2035-12-31,144
654,Soriano,CX[0-9]G,..[0-9]G,13,14,SA,,America/Montevideo,1900-01-01,2035-12-31,144
655,Tacuarembo,CX[0-9]O,..[0-9]O,13,14,SA,,America/Montevideo,1900-01-01,2035-12-31,144
656,Treinta y Tres,CX[0-9]U,..[0-9]U,13,14,SA,,America/Montevideo,1900-01-01,2035-12-31,144
657,Andizhanskaya oblast,UK[0-9]F,..[0-9]F,17,30,AS,,Asia/Tashkent,1900-01-01,2035-12-31,292
658,Bukharskaya oblast,UK[0-9]L,..[0-9]L,17,30,AS,,Asia/Samarkand,1900-01-01,2035-12-31,292
